LongEntryThr,-1,-1,,,,RESULTS,zd5,zd10,zd20,COMBO,,,,,Correls,5day,10day,20day,TRY,-0.994766047,-0.301718876,-0.096730749,-2.087140557,-0.983561737,-0.962295287,-0.967506466,0,-0.316111803,,#signals,Lcaps,Scaps,,,,,#signals,Lcaps,Scaps,,,,,#signals,Lcaps,Scaps,,,,,,,,,,,
12/12/19,BTC,7198.08,-0.0017,-0.0387,-0.0132,-0.0097,-0.5058,-0.1325,-0.0751,ETH,144.87,0.0103,-0.0154,-0.0254,-0.0314,-0.2375,-0.3020,-0.2809,-0.2682,0.1695,0.2059,0.0249,0.0260,1.0445,1.0000,2.0445,0.5109,0.4891,0.0045,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/13/19,BTC,7258.48,0.0084,-0.0335,-0.0047,-0.0073,-0.4371,-0.0472,-0.0569,ETH,144.8,-0.0005,-0.0375,-0.0161,-0.0464,-0.5777,-0.1922,-0.4160,0.1406,0.1450,0.3591,0.0250,0.0258,1.0314,1.0000,2.0314,0.5077,0.4923,-0.0034,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/14/19,BTC,7064.05,-0.0268,-0.0374,-0.0181,0.0233,-0.4879,-0.1822,0.1824,ETH,141.79,-0.0208,-0.0379,-0.0247,0.0131,-0.5842,-0.2979,0.1199,0.0963,0.1157,0.0624,0.0223,0.0192,1.0000,1.1606,2.1606,0.4628,0.5372,0.0010,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/15/19,BTC,7118.59,0.0077,-0.0146,-0.0366,0.0013,-0.1907,-0.3684,0.0099,ETH,142.46,0.0047,-0.0213,-0.0381,-0.0222,-0.3287,-0.4612,-0.2047,0.1381,0.0928,0.2146,0.0213,0.0167,1.0000,1.2716,2.2716,0.4402,0.5598,0.0242,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/16/19,BTC,6891.72,-0.0319,-0.0441,-0.0845,-0.0370,-0.5765,-0.8507,-0.2888,ETH,132.73,-0.0683,-0.0743,-0.1059,-0.1000,-1.1481,-1.2879,-0.9296,0.5716,0.4372,0.6408,0.0224,0.0222,1.0000,1.0093,2.0093,0.4977,0.5023,0.0217,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/17/19,BTC,6623.82,-0.0389,-0.0798,-0.1154,-0.1178,-1.0406,-1.1581,-0.9211,ETH,121.88,-0.0817,-0.1587,-0.1717,-0.2014,-2.4349,-2.0755,-1.8787,1.3943,0.9174,0.9576,0.0204,0.0261,1.2780,1.0000,2.2780,0.5610,0.4390,0.0161,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/18/19,BTC,7277.83,0.0987,0.0027,-0.0309,-0.0191,0.0346,-0.3078,-0.1487,ETH,132.78,0.0894,-0.0830,-0.1174,-0.1190,-1.2283,-1.3881,-1.0964,1.2628,1.0802,0.9478,0.0310,0.0344,1.1097,1.0000,2.1097,0.5260,0.4740,0.0075,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,1
12/19/19,BTC,7150.3,-0.0175,0.0122,-0.0257,-0.0762,0.1586,-0.2560,-0.5930,ETH,128.1,-0.0352,-0.0966,-0.1308,-0.1712,-1.4276,-1.5443,-1.5806,1.5863,1.2883,0.9876,0.0294,0.0342,1.1611,1.0000,2.1611,0.5373,0.4627,0.0025,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,1
12/20/19,BTC,7187.83,0.0052,0.0097,-0.0050,-0.0469,0.1263,-0.0501,-0.3653,ETH,128.19,0.0007,-0.1002,-0.1193,-0.1531,-1.4656,-1.3979,-1.4029,1.5920,1.3477,1.0376,0.0290,0.0341,1.1755,1.0000,2.1755,0.5403,0.4597,0.0002,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,1
12/21/19,BTC,7132.75,-0.0077,0.0350,-0.0107,-0.0349,0.4549,-0.1069,-0.2718,ETH,126.99,-0.0094,-0.0432,-0.1144,-0.1575,-0.6262,-1.3298,-1.4387,1.0810,1.2229,1.1668,0.0288,0.0341,1.1863,1.0000,2.1863,0.5426,0.4574,0.0097,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,1
12/22/19,BTC,7501.44,0.0517,0.1325,0.0421,0.0284,1.7185,0.4206,0.2210,ETH,132.09,0.0402,0.0838,-0.0882,-0.1114,1.2123,-1.0193,-1.0122,0.5062,1.4399,1.2332,0.0309,0.0357,1.1549,1.0000,2.1549,0.5359,0.4641,0.0019,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/23/19,BTC,7317.09,-0.0246,0.0054,0.0081,0.0033,0.0684,0.0808,0.0260,ETH,127.8,-0.0325,-0.0375,-0.1174,-0.1316,-0.5338,-1.3591,-1.1945,0.6022,1.4399,1.2205,0.0315,0.0362,1.1504,1.0000,2.1504,0.5350,0.4650,-0.0043,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/24/19,BTC,7255.77,-0.0084,0.0148,0.0271,0.0085,0.1880,0.2737,0.0666,ETH,127.75,-0.0004,-0.0027,-0.0990,-0.1213,-0.0390,-1.1518,-1.0979,0.2270,1.4255,1.1645,0.0314,0.0362,1.1540,1.0000,2.1540,0.5357,0.4643,0.0059,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/25/19,BTC,7204.63,-0.0070,0.0023,0.0121,-0.0250,0.0299,0.1223,-0.1952,ETH,125.09,-0.0208,-0.0242,-0.1219,-0.1554,-0.3470,-1.4163,-1.4145,0.3769,1.5386,1.2194,0.0308,0.0359,1.1648,1.0000,2.1648,0.5381,0.4619,-0.0020,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/26/19,BTC,7202,-0.0004,0.0097,0.0450,-0.0432,0.1273,0.4671,-0.3460,ETH,125.58,0.0039,-0.0111,-0.0539,-0.1541,-0.1601,-0.6249,-1.4133,0.2874,1.0920,1.0673,0.0305,0.0359,1.1787,1.0000,2.1787,0.5410,0.4590,0.0014,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/27/19,BTC,7254.74,0.0073,-0.0329,0.0953,-0.0312,-0.4574,1.0218,-0.2550,ETH,126.29,0.0057,-0.0439,0.0362,-0.1417,-0.6433,0.4230,-1.3040,0.1859,0.5988,1.0490,0.0305,0.0361,1.1806,1.0000,2.1806,0.5414,0.4586,-0.0020,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/28/19,BTC,7316.14,0.0085,-0.0001,0.0053,-0.0258,-0.0020,0.0575,-0.2146,ETH,128.11,0.0144,0.0024,-0.0352,-0.1484,0.0369,-0.4125,-1.3699,-0.0389,0.4700,1.1553,0.0306,0.0358,1.1683,1.0000,2.1683,0.5388,0.4612,-0.0172,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/29/19,BTC,7388.24,0.0099,0.0183,0.0333,0.0068,0.3456,0.3797,0.0568,ETH,134.36,0.0488,0.0517,0.0489,-0.0883,0.8682,0.5900,-0.8159,-0.5226,-0.2103,0.8727,0.0302,0.0377,1.2475,1.0000,2.2475,0.5551,0.4449,-0.0015,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/30/19,BTC,7246,-0.0193,0.0057,0.0081,0.0030,0.1102,0.0940,0.0256,ETH,131.59,-0.0206,0.0520,0.0265,-0.0960,0.8617,0.3200,-0.8876,-0.7515,-0.2260,0.9132,0.0304,0.0379,1.2475,1.0000,2.2475,0.5551,0.4449,0.0043,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
12/31/19,BTC,7195.23,-0.0070,-0.0009,0.0088,-0.0020,-0.0180,0.1039,-0.0175,ETH,129.16,-0.0185,0.0285,0.0171,-0.0992,0.4678,0.2070,-0.9238,-0.4858,-0.1031,0.9062,0.0304,0.0379,1.2477,1.0000,2.2477,0.5551,0.4449,-0.0051,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/1/20,BTC,7200.85,0.0008,-0.0074,-0.0401,0.0004,-0.1423,-0.4935,0.0033,ETH,130.77,0.0125,0.0355,-0.0100,-0.0973,0.5787,-0.1225,-0.9135,-0.7210,-0.3710,0.9168,0.0304,0.0380,1.2494,1.0000,2.2494,0.5554,0.4446,-0.0060,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/2/20,BTC,6965.71,-0.0327,-0.0479,-0.0480,-0.0403,-0.9192,-0.6585,-0.3563,ETH,127.19,-0.0274,-0.0072,-0.0048,-0.1216,-0.1164,-0.0609,-1.1501,-0.8028,-0.5977,0.7938,0.0312,0.0383,1.2275,1.0000,2.2275,0.5511,0.4489,0.0047,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/3/20,BTC,7344.96,0.0544,-0.0059,0.0123,0.0398,-0.1121,0.1935,0.3567,ETH,134.35,0.0563,-0.0001,0.0517,-0.0525,-0.0012,0.6898,-0.4974,-0.1109,-0.4963,0.8541,0.0330,0.0405,1.2284,1.0000,2.2284,0.5512,0.4488,0.0012,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/4/20,BTC,7354.11,0.0012,0.0149,0.0207,0.0331,0.2873,0.3357,0.3036,ETH,134.2,-0.0011,0.0198,0.0728,-0.0580,0.3223,0.9648,-0.5553,-0.0351,-0.6291,0.8589,0.0330,0.0405,1.2283,1.0000,2.2283,0.5512,0.4488,-0.0036,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/5/20,BTC,7358.75,0.0006,0.0227,0.0218,0.0678,0.4379,0.3512,0.6405,ETH,135.37,0.0087,0.0481,0.0780,0.0199,0.7844,1.0252,0.1951,-0.3465,-0.6741,0.4454,0.0320,0.0374,1.1699,1.0000,2.1699,0.5391,0.4609,-0.0006,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/6/20,BTC,7758,0.0543,0.0774,0.0694,0.1712,1.4871,1.1113,1.6564,ETH,144.15,0.0649,0.1023,0.1414,0.1827,1.6677,1.8372,1.8179,-0.1807,-0.7260,-0.1614,0.0322,0.0345,1.0694,1.0000,2.0694,0.5168,0.4832,0.0303,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/7/20,BTC,8145.28,0.0499,0.1693,0.1133,0.1192,3.1658,1.7777,1.1484,ETH,142.8,-0.0094,0.1227,0.1147,0.0755,1.9395,1.4276,0.7231,1.2262,0.3501,0.4253,0.0263,0.0290,1.0999,1.0000,2.0999,0.5238,0.4762,0.0012,-1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/8/20,BTC,8055.98,-0.0110,0.0968,0.0904,0.1267,1.6531,1.3594,1.2155,ETH,140.72,-0.0146,0.0474,0.0473,0.0985,0.7192,0.5697,0.9425,0.9339,0.7897,0.2730,0.0261,0.0278,1.0679,1.0000,2.0679,0.5164,0.4836,-0.0050,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/9/20,BTC,7817.76,-0.0296,0.0630,0.0789,0.0876,1.0519,1.1540,0.8300,ETH,137.74,-0.0212,0.0264,0.0467,0.0745,0.3966,0.5585,0.7046,0.6553,0.5954,0.1254,0.0273,0.0285,1.0427,1.0000,2.0427,0.5105,0.4895,-0.0005,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/10/20,BTC,8197.02,0.0485,0.1139,0.1392,0.1492,1.8780,1.9945,1.4181,ETH,144.84,0.0515,0.0700,0.1214,0.1406,1.0484,1.4478,1.3336,0.8296,0.5467,0.0845,0.0288,0.0302,1.0468,1.0000,2.0468,0.5114,0.4886,-0.0027,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/11/20,BTC,8020.01,-0.0216,0.0338,0.1138,0.0691,0.5422,1.5570,0.6467,ETH,142.38,-0.0170,-0.0123,0.0888,0.0779,-0.1812,1.0285,0.7256,0.7234,0.5285,-0.0788,0.0275,0.0296,1.0744,1.0000,2.0744,0.5179,0.4821,-0.0034,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/12/20,BTC,8184.98,0.0206,0.0049,0.1750,0.1186,0.0782,2.3275,1.1446,ETH,146.54,0.0292,0.0262,0.1521,0.1466,0.3869,1.7364,1.3983,-0.3087,0.5912,-0.2537,0.0269,0.0287,1.0679,1.0000,2.0679,0.5164,0.4836,0.0051,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/13/20,BTC,8110.34,-0.0091,0.0067,0.1042,0.1178,0.1082,1.3123,1.1617,ETH,143.58,-0.0202,0.0203,0.0687,0.1239,0.3001,0.7578,1.1940,-0.1919,0.5544,-0.0323,0.0269,0.0293,1.0897,1.0000,2.0897,0.5215,0.4785,-0.0285,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/14/20,BTC,8810.01,0.0863,0.1269,0.1980,0.2228,2.0360,2.4556,2.1503,ETH,165.64,0.1536,0.2026,0.2343,0.3242,2.9844,2.5560,3.0412,-0.9485,-0.1004,-0.8909,0.0321,0.0434,1.3510,1.0000,2.3510,0.5746,0.4254,-0.0012,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/15/20,BTC,8821.41,0.0013,0.0762,0.1988,0.2249,1.1872,2.3470,2.0521,ETH,166.4,0.0046,0.1489,0.2292,0.3251,2.0233,2.3315,2.7338,-0.8361,0.0155,-0.6817,0.0321,0.0434,1.3519,1.0000,2.3519,0.5748,0.4252,-0.0010,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/16/20,BTC,8720.01,-0.0115,0.0873,0.1240,0.2020,1.3457,1.4039,1.7584,ETH,164.21,-0.0132,0.1533,0.1392,0.3003,2.0024,1.3365,2.3101,-0.6567,0.0675,-0.5517,0.0325,0.0438,1.3490,1.0000,2.3490,0.5743,0.4257,-0.0019,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/17/20,BTC,8913.28,0.0222,0.0890,0.0943,0.2183,1.3552,1.0541,1.8332,ETH,169.85,0.0343,0.1591,0.1894,0.3258,2.0007,1.7798,2.3508,-0.6455,-0.7257,-0.5176,0.0326,0.0441,1.3513,1.0000,2.3513,0.5747,0.4253,-0.0106,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/18/20,BTC,8915.96,0.0003,0.0993,0.1068,0.2068,1.5055,1.1867,1.6808,ETH,174.14,0.0253,0.2128,0.2375,0.2961,2.5884,2.1567,1.9993,-1.0829,-0.9700,-0.3185,0.0327,0.0434,1.3286,1.0000,2.3286,0.5706,0.4294,0.0044,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/19/20,BTC,8701.7,-0.0240,-0.0123,0.1131,0.2009,-0.1847,1.2497,1.5890,ETH,166.79,-0.0422,0.0069,0.2109,0.2675,0.0800,1.8309,1.7205,-0.2647,-0.5812,-0.1315,0.0329,0.0446,1.3540,1.0000,2.3540,0.5752,0.4248,-0.0041,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/20/20,BTC,8642.35,-0.0068,-0.0203,0.0543,0.2011,-0.3062,0.6001,1.5552,ETH,166.87,0.0005,0.0028,0.1521,0.2920,0.0326,1.2805,1.8099,-0.3388,-0.6804,-0.2547,0.0329,0.0441,1.3389,1.0000,2.3389,0.5725,0.4275,-0.0005,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/21/20,BTC,8736.03,0.0108,0.0018,0.0893,0.2132,0.0283,1.0024,1.6278,ETH,169.49,0.0157,0.0322,0.1904,0.2961,0.3767,1.5895,1.7686,-0.3484,-0.5871,-0.1408,0.0329,0.0441,1.3417,1.0000,2.3417,0.5730,0.4270,0.0001,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
1/22/20,BTC,8682.36,-0.0061,-0.0259,0.0608,0.2464,-0.4205,0.7040,1.8728,ETH,168.07,-0.0084,-0.0105,0.1469,0.3214,-0.1281,1.2247,1.8630,-0.2924,-0.5206,0.0098,0.0315,0.0433,1.3741,1.0000,2.3741,0.5788,0.4212,-0.0053,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,0
